"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"310M700US19460","Decatur, AL Metro Area","62896","1553","7.5","2.0","4.8","1.6","5.7","1.8","10.2","2.2","10.4","1.8","15.5","2.1","14.7","2.7","16.5","2.3","7.6","1.8","7.1","1.6","69526","4192","85899","4934","36.2","(X)","(X)","(X)","(X)","(X)","39679","2492","3.1","1.3","2.3","1.5","4.6","2.1","7.1","2.4","11.4","2.2","14.2","3.0","15.4","3.3","21.1","3.3","10.4","2.6","10.5","2.4","83972","4974","105149","6868","(X)","(X)","36.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","101900","5752","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23217","2269","15.4","4.9","10.3","4.1","10.0","4.2","15.7","4.8","9.8","3.5","18.2","4.2","10.6","3.1","7.8","3.6","0.7","1.0","1.3","1.4","34187","6877","46790","6386","(X)","(X)","(X)","(X)","34.8","(X)",
"310M700US19500","Decatur, IL Metro Area","44279","1264","9.3","2.7","4.0","1.5","7.9","2.2","6.4","1.7","13.7","3.2","17.3","3.2","12.5","2.5","18.5","3.3","5.6","2.0","4.6","1.5","61411","3636","78896","6519","52.9","(X)","(X)","(X)","(X)","(X)","23391","1942","4.9","2.9","1.6","1.5","4.4","2.1","3.9","1.6","10.0","3.6","16.8","3.8","16.4","3.6","25.2","4.6","9.1","3.0","7.6","2.7","90170","11183","101026","8757","(X)","(X)","48.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","103661","4291","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20888","1774","15.1","4.5","7.2","2.9","12.4","4.3","9.3","3.1","18.0","5.2","17.2","4.2","8.2","3.4","9.8","3.9","1.6","1.8","1.1","0.9","40010","5071","51548","7755","(X)","(X)","(X)","(X)","56.0","(X)",
"310M700US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","307872","4906","4.6","0.8","2.5","0.6","7.0","0.8","7.4","0.8","11.2","1.0","18.0","1.5","14.8","1.3","17.6","1.4","8.0","1.0","9.0","0.9","73701","3348","98034","2992","36.9","(X)","(X)","(X)","(X)","(X)","195902","5498","1.9","0.6","0.8","0.3","4.3","0.9","5.2","0.9","10.0","1.2","18.9","1.7","16.0","1.6","21.5","2.0","9.7","1.3","11.8","1.4","89525","3386","114084","3741","(X)","(X)","40.0","(X)","(X)","(X)","143068","5745","1.5","0.5","0.7","0.4","2.5","0.7","4.0","0.9","7.2","1.2","16.1","1.8","15.8","1.7","25.4","2.4","12.0","1.7","14.8","1.8","104457","5352","129629","4782","(X)","(X)","(X)","(X)","(X)","(X)","111970","5944","9.7","1.9","5.6","1.4","12.6","1.8","11.4","1.8","13.7","1.9","18.9","2.4","11.5","2.0","9.0","1.8","4.4","1.4","3.3","1.0","46289","3521","65106","4745","(X)","(X)","(X)","(X)","30.6","(X)",
"310M700US19740","Denver-Aurora-Centennial, CO Metro Area","1265606","6288","3.7","0.4","1.8","0.2","3.7","0.3","4.2","0.3","7.1","0.5","13.0","0.6","12.5","0.6","19.4","0.6","12.9","0.6","21.6","0.7","108046","2110","145410","2486","32.0","(X)","(X)","(X)","(X)","(X)","764086","9597","2.4","0.4","0.9","0.3","2.0","0.3","2.6","0.4","5.0","0.5","10.0","0.7","11.0","0.8","21.0","0.8","16.0","0.8","29.0","1.1","136588","3155","175526","3623","(X)","(X)","34.5","(X)","(X)","(X)","589903","11736","1.1","0.2","0.5","0.2","1.5","0.3","1.8","0.4","3.3","0.5","8.2","0.7","9.7","0.9","21.1","0.9","18.1","1.0","34.9","1.3","156333","3453","197625","4490","(X)","(X)","(X)","(X)","(X)","(X)","501520","9774","6.2","0.8","3.3","0.4","6.4","0.6","6.7","0.6","10.6","0.9","18.4","1.1","14.8","1.0","17.1","1.0","7.6","0.7","8.8","0.7","72547","1820","93629","2312","(X)","(X)","(X)","(X)","27.3","(X)",
"310M700US19780","Des Moines-West Des Moines, IA Metro Area","307502","3431","3.0","0.5","2.3","0.4","4.7","0.8","6.7","0.8","10.0","1.1","17.0","1.2","13.7","1.2","20.5","1.5","10.0","0.9","12.1","1.0","85446","2705","110165","2654","28.7","(X)","(X)","(X)","(X)","(X)","191722","5288","1.4","0.5","1.2","0.5","2.7","0.8","4.9","0.9","7.3","1.1","13.3","1.4","14.0","1.5","24.8","1.8","13.3","1.4","17.2","1.3","108889","3721","131617","3408","(X)","(X)","29.8","(X)","(X)","(X)","145211","4975","0.5","0.2","0.8","0.4","1.0","0.4","3.0","0.8","4.2","0.8","11.6","1.4","13.4","1.7","27.5","2.2","16.6","1.8","21.4","1.7","125651","4080","149618","4312","(X)","(X)","(X)","(X)","(X)","(X)","115780","5192","5.8","1.0","4.6","1.0","8.1","1.8","11.0","1.7","15.2","2.2","23.0","2.5","13.7","1.9","12.1","1.7","3.4","0.9","3.2","1.1","54648","2854","70278","4511","(X)","(X)","(X)","(X)","25.3","(X)",
"310M700US19820","Detroit-Warren-Dearborn, MI Metro Area","1777768","7041","6.3","0.3","3.6","0.3","6.5","0.3","7.1","0.3","10.0","0.5","15.9","0.5","12.2","0.4","17.8","0.4","9.2","0.3","11.5","0.4","76403","998","105309","1477","36.2","(X)","(X)","(X)","(X)","(X)","1099129","12121","3.8","0.3","1.7","0.3","4.3","0.4","4.4","0.4","8.1","0.5","14.0","0.5","13.3","0.6","21.3","0.6","12.6","0.5","16.5","0.6","100567","1130","129671","2062","(X)","(X)","38.5","(X)","(X)","(X)","785236","11655","1.7","0.3","0.7","0.1","2.4","0.3","2.9","0.4","5.7","0.6","11.8","0.5","13.0","0.6","24.7","0.7","15.6","0.7","21.5","0.8","121296","1382","153158","2788","(X)","(X)","(X)","(X)","(X)","(X)","678639","11162","10.8","0.7","6.7","0.6","10.6","0.7","11.5","0.6","13.7","0.7","19.1","0.8","10.2","0.7","11.0","0.7","3.6","0.4","2.9","0.3","45938","1135","62613","1707","(X)","(X)","(X)","(X)","31.7","(X)",
"310M700US20020","Dothan, AL Metro Area","64410","1246","6.4","1.3","5.5","1.1","8.9","1.3","7.8","1.3","13.8","1.6","17.2","2.1","12.8","1.8","14.6","1.8","7.2","1.6","5.7","1.2","60024","4224","79905","3388","38.4","(X)","(X)","(X)","(X)","(X)","41240","1728","4.9","1.8","2.5","1.0","5.0","1.4","6.2","1.6","13.1","2.3","17.9","2.9","13.9","2.2","18.8","2.6","9.5","1.8","8.2","1.7","75345","3478","95940","4533","(X)","(X)","41.0","(X)","(X)","(X)","29899","1638","1.7","1.2","1.4","0.8","3.0","1.4","4.3","1.4","9.5","1.9","18.2","3.4","15.1","2.5","23.4","3.1","12.7","2.6","10.6","2.4","92946","6305","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23170","1509","9.7","2.0","10.9","2.6","15.9","3.3","10.9","2.2","16.4","2.9","14.7","2.9","10.5","3.3","6.6","2.4","3.2","2.5","1.1","0.7","36745","3422","49860","5096","(X)","(X)","(X)","(X)","32.9","(X)",
"310M700US20100","Dover, DE Metro Area","73100","1759","3.8","1.2","3.2","1.4","4.7","1.6","6.0","1.4","13.6","2.9","16.1","3.0","12.5","2.5","20.3","2.7","11.7","2.5","8.1","1.9","81117","8493","98709","5544","36.0","(X)","(X)","(X)","(X)","(X)","47826","2718","2.1","1.2","0.4","0.4","3.1","1.7","6.2","2.2","9.5","3.1","12.4","3.1","13.0","3.3","26.6","4.0","15.9","3.2","10.9","2.8","106271","7676","117211","7731","(X)","(X)","37.3","(X)","(X)","(X)","34110","2451","0.8","0.8","0.5","0.6","2.0","1.8","2.8","1.4","8.8","3.8","9.5","2.8","12.1","3.2","30.9","4.9","19.7","4.0","12.9","3.3","120631","7798","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25274","2711","7.7","2.5","8.5","3.8","8.8","3.3","8.7","3.3","21.8","4.9","21.3","5.5","9.7","3.2","7.5","3.5","3.8","2.5","2.2","2.1","45680","3723","59092","6588","(X)","(X)","(X)","(X)","31.2","(X)",
"310M700US20180","DuBois, PA Micro Area","33906","939","3.6","1.2","5.3","1.8","9.8","2.7","6.6","1.6","16.6","2.8","18.5","2.8","15.5","3.3","14.2","2.5","6.3","1.8","3.6","1.6","60280","6641","74820","4238","36.4","(X)","(X)","(X)","(X)","(X)","21422","1322","3.1","2.0","1.5","1.2","6.2","3.3","4.2","1.4","15.9","4.1","16.0","3.2","18.9","4.3","20.5","3.5","8.6","3.1","5.2","2.5","80361","6732","90536","6132","(X)","(X)","34.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88930","6894","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12484","1610","6.8","2.3","11.8","4.3","16.1","4.7","11.2","4.1","18.9","5.0","22.0","5.2","8.3","4.6","3.7","2.0","0.7","0.9","0.5","0.5","37122","4977","43422","4342","(X)","(X)","(X)","(X)","39.2","(X)",
"310M700US20220","Dubuque, IA Metro Area","41276","938","3.9","1.5","2.4","1.0","7.0","2.0","6.5","1.5","10.4","2.0","14.9","2.4","17.9","3.2","22.2","3.2","7.8","1.9","7.3","1.8","80512","4613","96509","4814","31.5","(X)","(X)","(X)","(X)","(X)","25427","1503","1.8","1.7","1.2","1.0","4.0","2.0","2.9","1.5","6.6","1.8","14.6","2.7","17.7","3.7","29.6","4.6","10.7","2.8","10.8","3.0","100802","4447","118732","7906","(X)","(X)","33.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","111645","8822","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15849","1393","7.8","3.0","4.2","2.4","13.5","4.3","10.7","3.0","16.5","4.2","17.7","4.3","16.5","5.5","9.3","4.2","2.5","1.8","1.2","1.0","47285","6438","57264","5813","(X)","(X)","(X)","(X)","26.4","(X)",
"310M700US20260","Duluth, MN-WI Metro Area","124663","1721","6.8","1.1","3.0","0.7","7.5","1.1","7.2","1.1","11.2","1.4","17.4","1.4","12.6","1.1","19.0","1.6","8.0","1.0","7.4","1.0","69309","2306","93478","3884","32.6","(X)","(X)","(X)","(X)","(X)","70644","2066","3.8","1.2","1.2","0.5","3.4","1.0","3.4","0.9","8.0","1.4","17.1","1.9","15.4","1.8","25.8","2.4","11.9","1.5","9.9","1.5","95888","2958","116415","5676","(X)","(X)","33.3","(X)","(X)","(X)","54295","2003","1.5","0.6","0.8","0.5","2.2","0.9","1.7","0.5","6.7","1.4","16.2","2.0","15.5","1.9","28.8","2.6","14.2","2.0","12.5","1.9","109762","3789","131309","6698","(X)","(X)","(X)","(X)","(X)","(X)","54019","2391","11.4","2.0","5.2","1.4","13.0","2.0","12.7","2.2","15.5","2.5","19.5","2.4","9.2","1.5","8.6","1.8","1.4","0.7","3.6","1.6","42096","2178","56841","3984","(X)","(X)","(X)","(X)","30.4","(X)",
"310M700US20500","Durham-Chapel Hill, NC Metro Area","257745","3260","4.7","0.7","2.8","0.7","5.7","0.9","6.7","1.2","8.6","0.9","15.7","1.5","13.1","1.4","17.4","1.6","9.3","1.0","16.1","1.4","83542","3589","119977","4339","34.0","(X)","(X)","(X)","(X)","(X)","146938","5506","1.7","0.5","1.1","0.5","2.8","0.8","4.8","1.5","8.2","1.4","11.8","1.8","12.2","1.6","20.7","2.1","13.1","1.3","23.6","1.9","120178","7473","153150","5913","(X)","(X)","36.7","(X)","(X)","(X)","110894","5536","1.3","0.6","0.5","0.4","1.7","0.8","1.9","0.8","4.5","1.2","9.5","1.6","12.2","2.0","22.9","2.5","16.1","1.6","29.4","2.3","140034","7342","N","N","(X)","(X)","(X)","(X)","(X)","(X)","110807","5388","9.1","1.7","5.5","1.6","9.4","1.7","9.2","1.8","10.9","1.8","21.0","2.7","13.1","2.3","12.4","2.3","4.4","1.3","5.0","1.3","55063","2491","72966","4463","(X)","(X)","(X)","(X)","29.0","(X)",
"310M700US20580","Eagle Pass, TX Metro Area","16786","1114","8.8","4.4","3.8","2.6","12.0","3.9","13.8","5.4","9.2","4.2","22.6","6.0","6.3","3.9","18.2","5.4","3.1","2.4","2.2","2.0","52647","8975","62307","6906","37.2","(X)","(X)","(X)","(X)","(X)","12700","1435","6.8","4.8","3.7","2.6","7.5","3.7","14.7","6.3","11.1","5.5","23.2","7.5","8.7","5.2","17.3","6.2","4.1","3.1","2.9","2.6","55556","4415","67976","8136","(X)","(X)","44.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","57370","19000","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4086","1125","14.9","8.1","6.6","6.0","26.0","10.7","12.5","10.4","8.5","8.5","20.8","11.6","1.0","1.7","9.7","9.7","0.0","5.8","0.0","5.8","30152","14839","36402","8047","(X)","(X)","(X)","(X)","13.6","(X)",
"310M700US20700","East Stroudsburg, PA Micro Area","60853","2148","5.6","1.8","2.1","0.9","6.8","1.8","8.5","1.7","8.8","1.9","17.2","3.1","14.9","2.5","17.9","2.6","7.1","1.4","11.1","2.0","76336","4188","104236","9088","41.8","(X)","(X)","(X)","(X)","(X)","41899","2370","3.0","1.6","1.4","0.8","3.0","1.2","6.3","1.8","8.1","1.9","16.2","3.6","17.7","3.2","21.9","3.7","8.7","2.0","13.7","2.7","90036","5975","119644","10832","(X)","(X)","44.6","(X)","(X)","(X)","30483","2270","1.1","0.8","1.0","0.8","1.9","0.9","3.6","1.6","8.3","2.2","14.4","3.8","17.2","3.9","26.0","4.8","10.1","2.4","16.4","3.2","104081","8323","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18954","2346","11.7","4.2","3.7","2.5","15.8","5.1","16.0","4.6","10.5","3.7","18.1","5.0","9.4","3.1","8.3","3.0","2.7","1.9","3.7","2.4","37176","5729","65004","18148","(X)","(X)","(X)","(X)","33.2","(X)",
"310M700US20740","Eau Claire, WI Metro Area","76134","665","3.9","1.1","1.9","0.6","8.0","2.1","7.3","1.5","12.7","2.0","16.3","2.5","13.4","2.0","20.6","2.5","9.0","1.4","6.9","1.3","74869","4942","94285","5681","27.6","(X)","(X)","(X)","(X)","(X)","46893","2143","2.5","1.1","1.5","0.8","2.6","1.1","4.5","1.5","11.9","2.6","13.8","2.5","14.9","2.7","26.7","3.6","12.6","2.1","9.0","1.6","96094","6823","109157","5384","(X)","(X)","30.6","(X)","(X)","(X)","37635","1949","0.9","0.6","0.9","0.7","1.4","0.7","3.1","1.4","9.5","2.5","13.2","2.7","15.9","3.0","29.2","3.9","15.1","2.5","10.8","2.0","107756","4874","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29241","2121","6.9","2.5","2.8","1.4","16.2","4.4","12.1","2.9","16.7","4.3","20.4","4.1","10.4","3.1","9.0","2.9","1.8","1.0","3.6","2.8","42798","6441","66432","13052","(X)","(X)","(X)","(X)","21.5","(X)",
"310M700US20940","El Centro, CA Metro Area","51165","1316","5.7","1.9","4.6","1.6","10.9","2.7","9.1","2.4","12.5","2.9","17.1","3.3","14.5","3.0","13.3","2.8","6.5","2.1","5.8","2.0","60749","3917","79640","6139","41.4","(X)","(X)","(X)","(X)","(X)","38347","2100","3.7","1.8","3.0","1.5","8.6","2.1","8.6","2.4","13.0","2.8","15.9","3.0","18.4","4.2","13.9","3.1","7.3","2.6","7.6","2.7","71633","4983","89711","7616","(X)","(X)","43.3","(X)","(X)","(X)","25552","2020","1.6","1.4","1.3","1.2","6.3","2.4","5.4","2.4","11.2","3.5","16.9","4.0","20.0","5.0","15.5","3.8","10.6","3.9","11.2","4.0","84089","6727","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12818","2099","11.9","5.2","10.9","4.5","19.1","7.9","10.8","4.4","13.1","7.0","17.4","7.9","4.1","2.5","8.9","5.4","3.7","2.7","0.0","1.6","31417","7027","45246","6262","(X)","(X)","(X)","(X)","34.3","(X)",
"310M700US21060","Elizabethtown, KY Metro Area","53922","1351","4.1","1.4","3.7","1.3","8.8","2.5","6.2","1.7","11.6","2.4","20.4","3.6","12.1","2.5","18.1","3.1","7.3","1.9","7.8","2.3","69080","6248","86668","5689","37.4","(X)","(X)","(X)","(X)","(X)","34986","2154","4.6","2.3","1.9","1.6","4.1","2.1","4.7","1.9","10.0","2.9","16.8","3.3","13.5","3.5","22.4","3.6","10.3","2.8","11.7","3.3","87358","6549","104975","7567","(X)","(X)","39.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","104446","11389","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18936","2205","5.4","2.8","8.4","3.6","14.1","5.1","9.0","3.9","16.8","4.9","28.5","7.2","7.7","2.9","8.1","4.6","1.6","1.7","0.5","0.8","46029","8218","49947","4175","(X)","(X)","(X)","(X)","32.1","(X)",
"310M700US21140","Elkhart-Goshen, IN Metro Area","72379","1535","6.1","1.5","1.7","0.8","5.3","1.4","6.5","1.7","13.4","2.2","22.0","2.5","15.6","2.4","15.3","2.2","8.4","1.8","5.8","1.5","69872","3965","85560","4636","44.1","(X)","(X)","(X)","(X)","(X)","48751","2251","2.6","1.2","0.6","0.7","3.9","1.9","3.1","1.3","10.9","2.9","22.2","3.2","17.6","2.8","19.5","2.8","11.6","2.5","7.9","2.0","85219","5132","102037","6318","(X)","(X)","44.4","(X)","(X)","(X)","37310","2244","1.9","1.3","0.1","0.1","1.5","0.8","1.6","1.1","8.6","2.7","20.7","3.6","19.3","3.5","21.8","3.3","14.7","3.2","9.9","2.6","92298","6145","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23628","2186","13.5","3.7","3.9","2.1","10.7","3.5","13.9","3.9","19.6","4.2","25.3","5.2","7.3","2.4","3.2","1.5","1.3","1.2","1.4","1.6","40697","3482","46028","4759","(X)","(X)","(X)","(X)","42.8","(X)",
"310M700US21300","Elmira, NY Metro Area","36029","1227","5.4","2.2","3.2","1.3","10.4","2.3","4.9","1.3","13.0","2.4","19.5","2.9","14.5","3.5","15.2","3.2","5.8","1.7","8.0","2.0","66527","3397","88702","7603","29.5","(X)","(X)","(X)","(X)","(X)","21269","1528","3.2","2.4","0.6","0.5","7.3","2.6","4.2","1.8","9.4","2.6","18.7","3.7","18.2","4.8","18.1","3.8","8.6","2.7","11.7","3.3","85189","8210","109893","11542","(X)","(X)","36.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92888","10831","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14760","1417","9.9","4.6","6.8","3.2","15.5","4.3","7.6","2.6","19.0","5.1","23.3","6.0","7.8","3.2","5.9","2.6","2.0","1.6","2.1","1.2","45129","3923","52371","6144","(X)","(X)","(X)","(X)","19.1","(X)",
"310M700US21340","El Paso, TX Metro Area","302873","3252","6.0","0.8","5.0","0.7","9.7","1.1","10.1","1.2","11.6","1.2","17.7","1.4","12.1","1.5","15.2","1.5","7.3","0.9","5.2","0.7","59834","2556","79389","2977","35.6","(X)","(X)","(X)","(X)","(X)","217267","5132","4.0","0.8","2.9","0.7","7.8","1.3","8.8","1.4","11.1","1.4","18.9","1.7","14.0","1.9","17.0","1.8","9.3","1.2","6.3","0.9","69585","2540","89464","3711","(X)","(X)","40.1","(X)","(X)","(X)","136654","5579","1.6","0.5","1.6","0.6","5.9","1.3","6.3","1.5","9.0","1.5","16.6","2.0","15.5","2.5","22.1","2.4","12.7","1.9","8.7","1.4","89765","4893","107546","5104","(X)","(X)","(X)","(X)","(X)","(X)","85606","4934","12.7","2.2","11.0","2.1","14.9","2.5","13.7","2.4","14.0","2.0","14.4","2.1","7.3","1.7","8.5","2.0","1.2","0.5","2.3","1.0","33387","2539","49089","3819","(X)","(X)","(X)","(X)","23.1","(X)",
"310M700US21420","Enid, OK Metro Area","23633","1169","4.4","2.1","5.2","2.3","8.1","2.5","6.9","2.4","11.1","3.4","20.0","4.1","13.4","3.7","17.3","3.6","5.4","2.1","8.1","3.1","67004","6011","84155","7385","35.3","(X)","(X)","(X)","(X)","(X)","14677","1421","3.4","2.3","2.4","2.0","4.4","2.0","5.3","2.7","8.3","3.5","20.0","4.7","17.7","5.0","21.5","5.1","6.9","2.5","10.0","4.6","82315","8811","97477","10545","(X)","(X)","38.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98555","11278","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8956","1223","6.5","4.0","10.4","5.1","14.1","5.7","9.3","4.2","17.4","7.1","19.6","7.5","7.2","3.8","7.7","4.1","2.8","3.0","5.1","3.4","43219","7529","60186","10114","(X)","(X)","(X)","(X)","29.4","(X)",
"310M700US21500","Erie, PA Metro Area","111874","1828","7.7","1.1","4.5","1.2","7.1","1.3","8.4","1.3","13.2","1.9","16.3","1.8","13.2","1.6","14.5","1.6","8.5","1.5","6.6","1.3","63322","5262","85640","4574","37.8","(X)","(X)","(X)","(X)","(X)","66016","2817","3.1","1.1","2.3","1.3","3.5","1.3","6.1","1.6","11.6","2.5","16.5","2.3","15.7","1.8","19.7","2.2","12.3","2.1","9.1","1.9","84047","5325","105558","6542","(X)","(X)","40.3","(X)","(X)","(X)","44544","2547","1.1","1.0","1.1","1.0","1.6","0.8","3.3","1.1","6.7","1.9","15.0","2.7","17.9","2.0","24.1","2.8","16.5","2.8","12.7","2.6","103544","6200","N","N","(X)","(X)","(X)","(X)","(X)","(X)","45858","2819","14.9","2.5","8.7","2.3","13.3","2.5","12.8","2.5","16.3","3.0","15.8","2.8","7.6","2.1","5.9","1.6","2.1","1.2","2.7","1.2","35263","2675","52603","5180","(X)","(X)","(X)","(X)","32.5","(X)",
"310M700US21660","Eugene-Springfield, OR Metro Area","162496","2071","5.8","1.2","4.5","1.0","6.8","1.1","7.2","1.1","12.1","1.4","14.6","1.4","14.3","1.4","18.6","1.7","9.4","1.3","6.8","1.1","73476","3688","90434","3402","34.7","(X)","(X)","(X)","(X)","(X)","93760","3864","2.6","1.1","2.5","1.2","3.4","1.1","4.9","1.2","11.2","1.8","15.4","1.7","15.0","2.0","23.8","2.4","11.6","1.9","9.6","1.7","91916","2789","108261","5069","(X)","(X)","37.2","(X)","(X)","(X)","70032","4010","0.5","0.4","2.0","1.2","2.4","0.9","3.5","1.0","9.3","1.7","13.2","2.2","16.5","2.4","26.2","2.7","14.2","2.5","12.2","2.1","103797","4963","N","N","(X)","(X)","(X)","(X)","(X)","(X)","68736","3989","11.0","2.3","7.5","2.0","11.3","2.1","10.6","2.0","14.0","2.5","15.4","2.4","12.6","2.6","10.0","2.0","4.9","1.7","2.7","0.9","45656","4148","62113","3595","(X)","(X)","(X)","(X)","30.5","(X)",
"310M700US21700","Eureka-Arcata, CA Micro Area","55558","1554","6.2","1.9","4.7","1.5","11.5","2.0","9.7","2.2","10.7","2.3","20.0","3.3","10.4","2.5","11.3","2.4","7.9","2.0","7.7","1.9","58124","3693","81852","5468","42.3","(X)","(X)","(X)","(X)","(X)","29436","2062","3.2","1.8","3.1","1.8","4.4","1.6","6.8","3.0","9.6","2.8","19.3","4.3","13.5","3.8","16.1","3.9","12.4","3.1","11.5","3.3","81260","7054","105371","7926","(X)","(X)","42.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96592","14883","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26122","2123","10.9","3.6","6.9","2.4","19.4","4.6","13.6","3.9","12.6","4.0","19.8","4.1","6.5","2.9","4.6","1.9","3.2","2.2","2.6","1.9","34110","4471","52025","7093","(X)","(X)","(X)","(X)","40.9","(X)",
"310M700US21780","Evansville, IN Metro Area","117981","1859","4.9","1.2","2.9","1.0","6.4","1.1","8.1","1.2","15.3","1.6","17.2","1.6","12.8","1.4","15.8","1.9","7.6","1.2","8.9","1.3","67459","4243","95908","4814","34.3","(X)","(X)","(X)","(X)","(X)","71977","3018","1.9","0.8","1.4","0.9","2.6","0.9","5.8","1.6","12.6","2.1","18.0","2.5","14.2","1.8","20.5","2.4","10.9","1.7","12.2","2.0","88179","3501","117997","7636","(X)","(X)","36.6","(X)","(X)","(X)","52295","2462","0.7","0.6","0.5","0.5","1.3","0.6","2.1","0.7","9.4","2.2","16.8","2.6","15.6","2.5","23.8","3.1","14.2","2.2","15.6","2.7","105169","6473","N","N","(X)","(X)","(X)","(X)","(X)","(X)","46004","3052","10.0","2.8","5.4","2.2","13.3","2.5","13.2","2.6","20.0","3.3","16.2","2.5","10.0","2.4","6.7","2.4","2.2","1.2","3.1","1.7","40618","2725","57286","6975","(X)","(X)","(X)","(X)","29.7","(X)",
